2001,   132.3, ,    85.4, ,    80.4, ,    72.4, ,    96.2, ,    61.6, ,    35.9, ,    25.1, ,    85.6, ,    60.0, ,   123.9, ,   123.5, ,   982.3, ,   382.4, ,   248.9, ,   122.6, ,   269.6, ,
2002,   161.9, ,    86.0, ,   136.4, ,   138.2, ,    75.7, ,    64.8, ,    48.3, ,    57.4, ,   201.2, ,    91.0, ,   227.4, ,   171.4, ,  1459.8, ,   371.5, ,   350.2, ,   170.6, ,   519.6, ,
2003,   128.7, ,   163.9, ,   161.8, ,    77.0, ,    71.0, ,    96.6, ,    94.5, ,   147.7, ,    82.6, ,   110.3, ,    64.9, ,   136.5, ,  1335.5, ,   464.0, ,   309.8, ,   338.8, ,   257.8, ,
2004,   143.6, ,    34.9, ,   103.3, ,   110.0, ,    58.0, ,    60.4, ,    74.7, ,    73.4, ,    68.5, ,   101.8, ,   125.8, ,   164.4, ,  1118.9, ,   315.0, ,   271.3, ,   208.5, ,   296.1, ,
2005,   219.1, ,    52.6, ,   153.7, ,    97.3, ,   163.5, ,    65.6, ,    57.0, ,    32.9, ,    88.2, ,   240.5, ,   126.9, ,   194.8, ,  1492.1, ,   436.1, ,   414.5, ,   155.5, ,   455.6, ,
2006,   107.5, ,   143.9, ,    43.8, ,   103.0, ,   104.8, ,   225.4, ,   155.7, ,    82.4, ,    53.7, ,   135.8, ,   108.0, ,   116.2, ,  1380.2, ,   446.1, ,   251.6, ,   463.5, ,   297.5, ,
2007,   132.7, ,    97.3, ,    69.0, ,   101.2, ,    92.2, ,    62.0, ,    29.5, ,   147.8, ,    70.8, ,    49.4, ,   160.0, ,   110.5, ,  1122.5, ,   346.1, ,   262.4, ,   239.3, ,   280.2, ,
2008,   126.0, ,   190.8, ,   145.5, ,    69.5, ,    97.5, ,    28.6, ,    60.5, ,    98.8, ,   125.9, ,    67.9, ,   131.8, ,   233.9, ,  1376.5, ,   427.3, ,   312.5, ,   187.8, ,   325.5, ,
2009,   170.3, ,   130.4, ,   126.4, ,   106.9, ,    90.6, ,    60.3, ,   167.8, ,   134.6, ,    80.4, ,   146.3, ,    75.7, ,   146.4, ,  1436.2, ,   534.6, ,   324.0, ,   362.7, ,   302.4, ,
2010,   136.2, ,   143.1, ,    73.4, ,    39.0, ,    23.8, ,   184.6, ,   113.2, ,   114.0, , -9999.9,M,   141.8, ,   242.0, ,   194.1, , -9999.9,M,   425.7, ,   136.2, ,   411.8, , -9999.9,M,
